Surveyor,Year,Date,Plot Number,Treatment,Quadrat,L1,L2,Absorption,Height,BioMass Alive,Biomass Dead,Bare,Moss,Fescue,Onion Couch,Cocksfoot,Blue Sedge,Luzula campestrus,Lady's Bedstraw,Birdsfoot Trefoil,White Clover,Red Clover,Yarrow,Eyebright,Yellow Rattle,Ribwort Plantain,Autumnalis,Catsear,Sheeps sorrel,Marsh Orchid,Common Milkwort,Kidney Vetch,Ragwort,Buttercup,Holcus molinia,Horsetail,Mayweed,Sea carrot,Sand Sedge,Chickweed,Black Napweed,Wild thyme,Pyramidal Orchid,Wild angellica,Couch grass?,Perrennial Ryegrass,Self heal,Sea Sandwort,Poa sp.,Fairy flax,Crested Hair Grass,Dandilion,Hogweed,Meadowsweet,Sand Couch X Sea Couch
YB,2019,June 2019',15C,Graze,East,387,282,105,4.7,32.01,2.14,15,10,40,0,0,10,2,20,6,0,0,2,1,5,10,3,2,0,0,1,3,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',15C,Graze,North,340,226,114,5.2,32.01,2.14,0,60,60,0,0,4,1,21,4,0,2,1,18,1,11,1,0,0,0,1,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0
AT,2019,June 2019',15C,Graze,West,335,270,65,6.2,32.01,2.14,0,65,75,0,0,7,1,5,0,0,0,1,2,1,5,1,8,0,0,1,4,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0
AT,2020,June 2020',15C,Graze,South,1301,603,698,4,21.72,0.93,4,16,40,0,0,15,1,22,4,0,1,1,4,1,8,1,2,0,0,1,7,0,1,1,0,0,0,1,2,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
AF,2020,June 2020',15C,Graze,East,1241,800,441,3.2,21.72,0.93,0,20,20,0,0,22,2,70,15,0,0,1,8,1,12,1,1,0,0,1,30,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0
AT,2020,June 2020',15C,Graze,North,1260,720,540,4.3,21.72,0.93,2,40,65,0,0,3,1,12,2,1,3,1,10,1,4,2,0,0,0,1,3,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0
AF,2020,June 2020',15C,Graze,West,1297,1060,237,4.3,21.72,0.93,0,60,15,0,0,20,1,18,5,0,1,1,3,0,11,1,5,0,0,1,19,0,2,2,0,0,0,5,1,0,0,0,0,0,0,0,0,2,1,10,0,0,0,0
AF,2021,June 2021',15C,Graze,East,226,1707,-1481,4.8,27.73,2.27,3,14,55,0,0,17,1,22,4,0,0,0,5,2,3,4,3,0,0,3,6,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,2,0,0,0,0
AT,2021,June 2021',15C,Graze,North,2035,608,1427,7.6,27.73,2.27,2,21,54,0,0,5,1,36,4,9,21,0,13,3,4,2,2,0,0,12,18,2,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,0,0,0,0
AF,2021,June 2021',15C,Graze,West,1803,1717,86,4.4,27.73,2.27,0,25,38,0,0,6,2,36,6,0,12,0,7,3,5,0,2,0,0,2,7,1,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,3,0,0,0,0
AT,2021,June 2021',15C,Graze,South,1875,1377,498,7.2,27.73,2.27,4,39,22,0,0,21,2,32,17,0,0,0,11,2,8,2,3,0,2,1,19,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0
AF,2022,June 2022',15C,Graze,South,1024,785,239,5.1,22.34,1.03,2,5,15,0,0,11,1,28,8,0,0,0,2,4,4,3,8,0,0,1,6,0,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2022,June 2022',15C,Graze,East,1071,329,742,8.7,22.34,1.03,2,19,53,0,2,3,2,43,3,0,2,1,2,4,7,2,4,0,0,2,22,2,1,2,0,0,2,2,0,0,2,0,0,0,0,0,0,1,3,2,0,0,0,0
AT,2022,June 2022',15C,Graze,West,1043,474,569,5.4,22.34,1.03,2,20,15,82,0,4,1,20,2,0,3,1,1,2,6,3,4,0,0,3,3,0,2,2,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,5,0,0,0,0
AF,2022,June 2022',15C,Graze,North,1012,726,286,5,22.34,1.03,4,33,55,0,4,4,2,2,3,0,3,1,3,1,3,5,3,0,0,3,8,2,2,3,0,0,1,2,1,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0
AT,2018,June 2019',16C,Graze,North,661,490,171,9.2,N/A,N/A,2,30,40,7,0,0,1,11,1,2,4,0,3,3,4,10,6,0,1,0,7,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',16C,Graze,East,802,558,244,14.9,N/A,N/A,0,35,40,12,0,0,1,20,0,4,0,2,2,1,2,12,5,0,0,0,18,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',16C,Graze,West,551,477,74,4.4,N/A,N/A,0,50,55,12,0,0,1,20,0,1,5,2,2,2,10,4,5,0,0,0,11,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
AT,2018,June 2019',16C,Graze,South,556,403,153,8,N/A,N/A,0,55,55,6,0,0,1,12,1,4,4,2,0,3,6,15,7,1,0,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
AT,2019,June 2019',16C,Graze,North,211,167,44,2.3,19.05,5.58,3,18,40,0,0,1,1,14,0,1,0,1,1,0,3,5,6,0,0,0,12,0,1,3,0,0,2,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0
AT,2019,June 2019',16C,Graze,East,203,150,53,2.4,19.05,5.58,1,18,35,0,0,0,2,11,1,2,0,1,1,1,4,5,4,0,0,2,12,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0
AT,2019,June 2019',16C,Graze,West,230,144,86,3.5,19.05,5.58,1,37,50,0,0,1,1,30,3,1,0,1,0,1,3,3,5,0,1,2,5,0,2,2,0,0,2,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0
AT,2019,June 2019',16C,Graze,South,241,189,52,3.2,19.05,5.58,7,40,55,0,0,1,1,15,1,2,0,0,1,1,5,10,5,0,0,2,5,0,2,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF,2020,June 2020',16C,Graze,West,906,583,323,4.8,15.87,0.58,0,10,35,0,0,18,4,50,14,1,0,1,1,2,10,3,1,0,0,3,11,0,2,5,0,0,1,0,1,0,0,1,0,0,0,0,0,2,5,2,0,0,0,0
AT,2020,June 2020',16C,Graze,South,953,611,342,5.7,15.87,0.58,2,15,45,0,0,2,2,16,3,1,0,0,2,1,4,10,2,0,0,2,15,0,2,1,0,0,2,1,2,0,0,3,0,0,0,0,0,2,1,0,0,0,0,0
AT,2020,June 2020',16C,Graze,North,925,389,536,3.2,15.87,0.58,4,25,55,0,0,3,1,10,1,1,1,0,1,0,3,3,4,0,0,2,16,0,2,1,0,0,1,0,2,0,0,1,0,0,0,0,0,2,1,0,0,0,0,0
AF,2020,June 2020',16C,Graze,East,1018,750,268,3.8,15.87,0.58,5,40,18,0,0,1,2,27,6,0,0,1,1,0,13,11,2,0,0,2,26,0,1,2,0,0,3,0,1,0,0,0,0,0,0,0,0,2,10,0,3,0,0,0
AF,2021,June 2021',16C,Graze,East,1666,1459,207,2.8,12.41,0.16,2,20,15,0,0,7,2,19,1,0,0,1,2,0,8,7,7,0,0,4,11,0,2,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,22,0,0,0,0,0
AT,2021,June 2021',16C,Graze,South,1306,1215,91,5.6,12.41,0.16,2,36,45,0,0,2,3,6,2,0,0,0,16,1,3,11,8,0,1,3,19,0,2,4,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',16C,Graze,West,1378,1400,-22,3.5,12.41,0.16,1,45,38,0,0,8,1,26,6,1,0,2,1,1,4,3,5,0,2,2,2,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,1
AT,2021,June 2021',16C,Graze,North,1932,1231,701,4.2,12.41,0.16,5,62,61,0,0,3,2,11,0,0,2,0,2,0,3,7,4,0,1,6,23,0,3,6,0,0,2,1,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
AT,2022,June 2022',16C,Graze,South,1143,913,230,4.1,7.59,0.86,4,28,54,0,0,1,1,12,3,0,2,0,2,1,2,12,3,1,0,2,3,0,2,2,0,0,1,1,0,2,0,2,0,0,0,0,0,2,0,3,0,0,0,0
AT,2022,June 2022',16C,Graze,West,1049,1040,9,2.4,7.59,0.86,5,34,52,0,0,4,2,21,3,0,2,0,3,2,3,4,5,1,2,1,4,0,1,2,0,0,2,0,0,2,0,1,0,0,0,0,0,1,6,2,0,0,0,0
AT,2022,June 2022',16C,Graze,East,1120,967,153,3.5,7.59,0.86,4,34,43,0,0,1,2,21,2,0,0,0,2,0,2,4,5,0,0,2,3,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0
AT,2022,June 2022',16C,Graze,North,1127,884,243,4.7,7.59,0.86,4,58,53,0,0,3,1,11,2,0,0,0,2,1,2,4,6,0,0,2,8,0,2,3,0,0,2,0,0,1,0,1,0,0,0,0,0,2,1,2,0,0,0,0
AT,2018,June 2019',17C,Graze,South,1193,904,289,7.4,N/A,N/A,0,30,40,6,0,1,2,50,2,0,0,3,0,4,7,7,3,0,0,5,8,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',17C,Graze,East,823,576,247,9.1,N/A,N/A,0,30,40,6,0,2,1,35,2,5,0,3,2,2,20,3,3,0,0,0,3,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',17C,Graze,West,816,385,431,10,N/A,N/A,2,40,55,5,0,5,3,25,3,2,0,0,0,3,4,3,3,0,2,0,4,4,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',17C,Graze,North,743,444,299,8.7,N/A,N/A,0,50,60,3,0,8,2,50,0,4,0,3,0,2,4,3,3,0,1,10,4,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',17C,Graze,South,335,294,41,2.2,33.69,2.17,0,60,30,0,0,4,1,55,1,3,0,1,0,2,8,3,3,0,0,3,8,0,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0
AT,2019,June 2019',17C,Graze,West,428,336,92,2.5,33.69,2.17,0,60,50,0,0,3,2,35,3,2,0,3,0,2,5,3,3,0,0,0,6,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
AT,2019,June 2019',17C,Graze,North,523,365,158,3,33.69,2.17,5,60,50,0,0,12,2,40,2,2,0,2,0,2,6,4,3,0,0,1,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AT,2019,June 2019',17C,Graze,East,563,455,108,4.2,33.69,2.17,0,70,55,0,0,6,2,35,3,0,1,2,3,0,7,3,1,0,0,3,4,2,2,1,0,0,0,0,1,0,0,2,0,0,0,0,0,2,1,2,0,0,0,0
AT,2020,June 2020',17C,Graze,East,1246,903,343,4.7,32.58,1.68,1,30,50,0,0,9,1,11,2,2,2,1,20,1,3,1,1,0,0,4,2,0,1,0,0,0,1,0,2,0,0,1,0,0,0,1,0,1,6,0,0,0,0,0
AT,2020,June 2020',17C,Graze,South,1260,707,553,4.4,32.58,1.68,3,40,45,0,0,7,2,65,3,1,0,1,1,2,3,2,1,0,0,2,3,0,1,2,0,0,0,0,2,0,0,1,0,0,0,0,0,2,3,0,0,0,0,0
AT,2020,June 2020',17C,Graze,West,1116,923,193,3.3,32.58,1.68,2,40,40,0,0,25,1,30,1,2,0,2,3,1,3,2,5,0,0,3,2,0,1,1,0,0,0,0,2,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0
AF,2020,June 2020',17C,Graze,North,1115,1103,12,3.3,32.58,1.68,0,60,40,0,0,35,6,60,11,8,0,2,9,6,9,2,2,0,0,20,7,0,2,1,0,0,1,2,2,0,0,0,0,0,0,0,0,1,4,1,0,0,0,0
AT,2021,June 2021',17C,Graze,South,1751,670,1081,3.8,15.2,0.22,4,25,48,0,0,6,1,45,0,0,0,1,13,3,4,1,4,0,0,6,4,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0
AF,2021,June 2021',17C,Graze,North,899,750,149,3.7,15.2,0.22,1,40,30,0,0,21,2,26,3,1,0,1,4,3,5,3,5,0,2,2,3,0,1,2,0,0,1,0,2,0,0,0,0,0,0,0,0,1,10,0,0,0,0,1
AT,2021,June 2021',17C,Graze,East,877,551,326,3.8,15.2,0.22,6,41,24,0,0,10,3,20,1,0,2,2,6,2,2,1,1,0,1,3,3,0,1,2,0,0,2,1,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0
AT,2021,June 2021',17C,Graze,West,994,661,333,5.1,15.2,0.22,1,67,49,0,0,5,2,34,3,0,0,3,8,3,8,5,2,0,1,1,13,1,2,6,0,0,3,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF,2022,June 2022',17C,Graze,North,1127,956,171,5.2,7,0.83,3,26,28,0,0,7,2,39,2,0,0,1,2,5,3,1,7,1,0,2,5,0,2,3,0,0,2,1,1,0,0,2,0,0,0,0,0,1,1,1,0,0,0,0
AT,2022,June 2022',17C,Graze,East,1113,820,293,4.4,7,0.83,2,35,52,0,0,12,2,37,2,0,0,2,1,2,5,2,4,1,0,1,2,0,2,3,0,0,3,1,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0
AT,2022,June 2022',17C,Graze,West,1147,568,579,4.3,7,0.83,5,39,56,0,0,3,1,43,1,0,0,1,2,7,1,3,7,0,0,2,18,1,2,3,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
AT,2022,June 2022',17C,Graze,South,1120,789,331,4.7,7,0.83,2,51,45,0,0,10,3,24,2,1,0,0,2,5,6,1,5,0,0,1,1,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1
AT,2018,June 2019',18C,Graze,South,1651,1149,502,12.5,N/A,N/A,0,30,40,10,0,0,1,40,5,2,0,1,1,1,4,4,3,5,1,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
AT,2018,June 2019',18C,Graze,North,693,617,76,7.2,N/A,N/A,2,35,35,0,0,0,2,15,0,0,2,4,0,0,20,10,8,0,0,2,30,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',18C,Graze,East,753,717,36,5,N/A,N/A,5,40,50,0,0,0,1,15,0,2,0,3,2,0,5,20,5,2,0,3,10,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',18C,Graze,West,1313,1003,310,9.1,N/A,N/A,0,45,60,3,0,0,0,25,0,2,0,7,0,1,2,10,5,0,1,1,12,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',18C,Graze,East,245,167,78,3.9,21.78,2.11,3,30,52,0,0,3,2,11,2,3,0,2,2,1,10,6,6,0,0,2,3,2,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,2,5,0,0,0,0,0
AT,2019,June 2019',18C,Graze,West,256,188,68,6.8,21.78,2.11,3,50,35,0,0,4,1,45,2,3,0,2,1,4,15,2,4,0,0,0,6,2,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,8,0,0,0,0
AT,2019,June 2019',18C,Graze,North,253,179,74,5.8,21.78,2.11,3,60,50,0,0,3,2,18,3,1,0,3,0,0,7,0,1,0,1,0,7,0,1,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',18C,Graze,South,293,207,86,6.8,21.78,2.11,12,70,60,0,0,2,4,11,5,2,0,3,1,3,6,5,3,0,0,0,6,3,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0
AF,2020,June 2020',18C,Graze,West,938,810,128,4.1,13.34,1.31,1,5,52,0,0,4,5,50,2,3,0,4,1,2,6,4,2,0,0,2,20,3,1,8,0,0,0,0,2,0,0,1,0,0,0,0,0,3,2,7,0,0,0,0
AT,2020,June 2020',18C,Graze,North,904,651,253,3.1,13.34,1.31,0,8,65,0,0,7,2,9,2,1,0,3,2,0,4,1,3,0,0,1,3,0,2,1,0,0,0,1,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0
AT,2020,June 2020',18C,Graze,South,912,779,133,3.2,13.34,1.31,4,17,50,0,0,3,2,11,1,0,0,3,0,0,6,3,4,0,0,1,18,3,2,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,2,0,0,0,0,0
AT,2020,June 2020',18C,Graze,East,1020,664,356,4.5,13.34,1.31,3,20,55,0,0,4,2,25,2,3,0,2,1,0,2,3,0,0,1,5,0,2,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
AF,2021,June 2021',18C,Graze,West,1743,1461,282,3,22.24,0.21,0,30,40,0,0,10,5,32,2,0,0,1,3,2,4,1,7,0,0,4,5,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,0,2,3,4,0,0,0,1
AT,2021,June 2021',18C,Graze,South,1431,1356,75,4.5,22.24,0.21,4,42,55,0,0,5,2,6,1,1,0,2,4,1,2,0,6,0,1,17,12,2,2,2,0,0,0,2,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0
AF,2021,June 2021',18C,Graze,East,1733,921,812,6.2,22.24,0.21,2,46,56,0,0,3,3,10,3,1,0,1,5,1,1,0,3,0,2,3,9,0,3,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,3
AT,2021,June 2021',18C,Graze,North,1598,1119,479,5.9,22.24,0.21,8,62,53,0,0,9,2,23,2,0,0,1,4,2,3,1,5,0,0,2,3,1,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
AF,2022,June 2022',18C,Graze,East,1168,447,721,8.2,26.02,7.49,2,6,63,0,1,2,1,20,2,2,0,1,3,5,4,1,3,0,0,2,12,0,1,3,0,0,2,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2
AT,2022,June 2022',18C,Graze,West,1190,643,547,3.2,26.02,7.49,10,10,50,0,0,3,2,30,1,1,0,1,1,0,1,0,4,0,0,2,20,0,0,18,0,0,3,1,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,1
AT,2022,June 2022',18C,Graze,North,1150,609,541,4.3,26.02,7.49,3,27,63,0,1,4,2,31,1,2,0,2,3,5,3,2,6,0,0,3,3,0,2,2,0,0,2,3,0,0,0,1,0,0,0,0,0,2,3,0,0,0,0,1
AF,2022,June 2022',18C,Graze,South,1170,970,200,2.2,26.02,7.49,2,35,40,0,0,4,1,35,1,0,0,1,2,4,7,3,5,0,0,2,7,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
AT,2018,June 2019',19C,Graze,West,355,277,78,12,N/A,N/A,0,20,80,2,0,6,1,10,1,4,1,0,0,0,4,1,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',19C,Graze,East,350,286,64,7.4,N/A,N/A,0,35,50,10,0,3,2,25,0,4,0,4,1,3,3,10,6,0,1,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',19C,Graze,North,353,268,85,6.5,N/A,N/A,0,50,60,6,0,3,0,18,4,2,0,2,0,3,4,5,5,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',19C,Graze,South,487,441,46,8.2,N/A,N/A,0,55,50,10,0,2,0,18,3,0,0,8,0,2,10,10,6,0,2,0,7,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',19C,Graze,West,259,145,114,5.6,17.23,1.51,0,50,70,0,0,12,1,17,3,2,0,1,0,0,3,2,2,0,0,0,4,4,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2019,June 2019',19C,Graze,North,252,177,75,4.9,17.23,1.51,0,55,65,0,0,10,1,15,5,0,0,3,2,0,4,4,3,0,0,0,5,3,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0
AT,2019,June 2019',19C,Graze,South,257,187,70,5,17.23,1.51,0,60,50,0,0,6,2,18,2,3,0,2,2,1,6,3,0,0,0,0,12,2,3,1,0,0,0,0,1,0,0,2,0,0,0,0,0,4,3,0,0,0,0,0
AT,2019,June 2019',19C,Graze,East,281,189,92,4.8,17.23,1.51,0,60,70,0,0,4,1,6,2,2,2,0,0,1,8,1,2,0,0,0,12,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AF,2020,June 2020',19C,Graze,South,1085,813,272,5.6,34.68,2.01,0,15,65,0,0,14,7,23,1,1,0,1,12,0,27,1,7,0,0,0,16,3,1,3,0,0,3,2,1,0,0,2,0,0,0,0,0,2,2,5,0,0,0,0
AT,2020,June 2020',19C,Graze,East,845,790,55,4.7,34.68,2.01,3,15,70,1,0,10,2,10,1,1,0,2,4,3,5,1,2,0,0,0,12,0,2,1,0,0,2,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
AF,2020,June 2020',19C,Graze,West,1031,655,376,7.2,34.68,2.01,0,17,80,0,0,31,8,29,3,2,0,2,2,0,10,2,3,0,0,0,7,2,6,4,0,0,2,1,4,0,0,1,0,0,0,0,0,2,15,4,0,0,0,0
AT,2020,June 2020',19C,Graze,North,912,571,341,7.3,34.68,2.01,2,25,75,5,0,15,2,8,3,1,0,1,2,0,4,0,3,0,0,0,3,0,2,3,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AT,2021,June 2021',19C,Graze,West,1156,628,528,5.9,-,0.01,2,30,69,0,0,1,2,28,2,2,0,1,3,0,3,2,4,1,0,1,9,0,2,6,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
AF,2021,June 2021',19C,Graze,North,1127,727,400,4.5,-,0.01,0,71,50,0,0,0,2,19,1,2,2,1,19,9,8,1,2,0,0,1,6,0,1,9,0,0,4,0,1,2,0,0,0,0,0,0,0,1,13,0,0,0,0,1
AT,2021,June 2021',19C,Graze,East,1658,1349,309,4.2,-,0.01,3,74,83,0,1,3,2,9,1,0,0,0,2,0,2,0,4,2,0,1,16,0,2,4,0,0,3,2,0,1,0,0,0,0,0,0,0,11,0,0,0,0,0,0
AT,2021,June 2021',19C,Graze,South,1056,646,410,9.3,-,0.01,3,78,73,0,0,2,2,18,2,0,6,2,2,0,3,0,2,2,1,0,4,0,2,2,0,0,4,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AF,2022,June 2022',19C,Graze,North,1241,731,510,5.1,15.15,5.66,12,12,45,0,0,6,2,21,2,1,0,1,3,0,2,1,6,0,0,0,5,0,2,7,0,0,2,2,1,2,0,1,0,0,0,0,0,1,22,0,0,0,0,2
AT,2022,June 2022',19C,Graze,South,1252,1002,250,4.9,15.15,5.66,1,37,40,0,0,5,1,5,3,1,0,1,1,0,2,1,6,0,0,0,5,0,2,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,7
AT,2022,June 2022',19C,Graze,West,1246,1045,201,3.6,15.15,5.66,4,38,56,0,2,4,2,15,1,1,0,1,3,0,3,2,3,0,0,1,14,0,1,2,0,0,4,3,0,0,0,0,0,0,0,0,0,2,87,0,0,0,0,2
AT,2022,June 2022',19C,Graze,East,1257,686,571,4.9,15.15,5.66,4,43,63,0,0,3,2,5,3,2,1,1,3,2,2,1,5,0,0,0,7,0,1,1,0,0,3,3,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,2
AT,2018,June 2019',1C,Graze,West,704,506,198,23.8,N/A,N/A,0,1,30,4,2,30,2,30,15,2,3,0,2,30,8,8,5,0,1,0,2,2,5,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',1C,Graze,South,695,317,378,17.7,N/A,N/A,2,6,30,3,3,20,2,35,4,2,2,0,4,20,12,11,4,0,2,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',1C,Graze,East,668,411,257,12.8,N/A,N/A,0,6,20,8,2,20,1,35,5,2,2,0,5,15,8,6,5,0,0,1,3,0,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2018,June 2019',1C,Graze,North,650,466,184,13.5,N/A,N/A,0,20,25,5,3,15,2,20,6,2,1,0,7,8,10,2,6,0,0,0,5,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AT,2019,June 2019',1C,Graze,East,1796,652,1144,4.9,28.11,5.18,6,2,25,0,30,25,2,12,8,2,5,0,2,12,7,5,5,0,0,2,3,2,3,2,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT,2019,June 2019',1C,Graze,West,1319,812,507,3.2,28.11,5.18,3,3,30,0,25,25,1,14,4,2,5,0,5,15,6,10,9,0,0,0,5,3,3,1,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0
AT,2019,June 2019',1C,Graze,North,1661,935,726,3.9,28.11,5.18,0,3,30,0,22,30,0,10,4,1,6,0,4,20,8,8,12,0,1,0,3,1,2,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0
AT,2019,June 2019',1C,Graze,South,1975,1022,953,5.4,28.11,5.18,0,5,20,0,20,35,1,18,4,1,6,0,5,11,7,10,8,0,0,0,3,0,3,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AT,2020,June 2020',1C,Graze,North,1496,845,651,2.8,13.44,1.2,2,5,55,5,3,5,2,10,4,1,2,0,2,1,2,0,8,0,0,2,3,1,2,3,0,0,0,2,2,2,0,0,0,0,0,0,0,10,0,1,0,0,0,0
AT,2020,June 2020',1C,Graze,West,1635,761,874,7.4,13.44,1.2,5,6,60,4,5,5,2,10,3,3,3,0,2,2,2,0,5,0,0,1,2,0,3,3,0,0,0,0,1,1,0,0,0,0,0,0,0,12,0,1,0,0,0,0
AT,2020,June 2020',1C,Graze,South,1676,669,1007,6.5,13.44,1.2,2,15,60,5,4,3,2,15,2,1,3,0,5,2,3,8,2,0,0,0,3,0,2,3,0,0,0,0,2,2,0,0,0,0,0,0,0,10,1,0,1,0,0,0
AT,2020,June 2020',1C,Graze,East,1408,591,817,5.6,13.44,1.2,0,15,45,6,10,8,2,15,6,2,3,0,1,2,4,4,12,0,0,5,10,0,2,2,0,0,0,1,2,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0
